光伏用户编号,综合倍率,时间,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96
f6,6000,2022-10-22 0:00,-0.0018,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0018,-0.0019,-0.0019,-0.0019,-0.0019,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,0.006,0.0148,0.0247,0.0636,0.0308,0.0963,0.0884,0.1123,0.13,0.1175,0.1259,0.1804,0.1775,0.1536,0.1964,0.1414,0.2665,0.3045,0.229,0.2367,0.2603,0.1498,0.1397,0.1255,0.1092,0.1301,0.1409,0.111,0.1468,0.139,0.1338,0.1181,0.1303,0.1233,0.1196,0.116,0.0794,0.0882,0.0942,0.0524,0.0298,0.0185,0.0117,0.0038,0.0007,-0.0019,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0019,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018
f6,6000,2022-10-26 0:00,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0017,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0017,-0.0018,-0.0018,-0.0018,-0.0017,-0.0017,-0.0018,-0.0017,-0.0014,0.0013,0.0066,0.0187,0.0337,0.0604,0.0786,0.1071,0.1292,0.1572,0.2163,0.2053,0.2328,0.2521,0.2657,0.2731,0.2931,0.2995,0.3149,0.3196,0.3314,0.3339,0.2775,0.3407,0.3347,0.3403,0.3335,0.3243,0.3264,0.2989,0.2974,0.2446,0.0453,0.0395,0.0686,0.2443,0.1973,0.1641,0.1545,0.1436,0.0599,0.0754,0.046,0.0268,0.0143,0.003,-0.0014,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0019,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018
f6,6000,2022-10-25 0:00,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0018,-0.0019,-0.0018,-0.0018,-0.0019,-0.0018,-0.0018,-0.0019,-0.0019,-0.0018,-0.0018,-0.0018,-0.0019,-0.0019,-0.0019,-0.0018,-0.0018,0.0006,0.0089,0.0232,0.0516,0.0612,0.0938,0.0613,0.1228,0.0887,0.2357,0.0866,0.0975,0.1379,0.1098,0.0981,0.1334,0.1556,0.1599,0.2365,0.1681,0.1479,0.3471,0.1205,0.1405,0.142,0.1239,0.0876,0.1652,0.1667,0.276,0.3061,0.1181,0.248,0.0974,0.1759,0.0857,0.1014,0.1426,0.1102,0.0394,0.0619,0.0438,0.0234,0.0159,0.0056,-0.0015,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0019,-0.0018,-0.0019,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018
f6,6000,2022-10-23 0:00,-0.0017,-0.0017,-0.0017,-0.0017,-0.0017,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0017,-0.0017,-0.0017,-0.0018,-0.0017,-0.0017,-0.0017,-0.0017,0.0006,0.0037,0.0101,0.013,0.0397,0.0656,0.0385,0.0372,0.061,0.1385,0.1974,0.1641,0.1894,0.1758,0.1862,0.1548,0.1566,0.1763,0.2104,0.2722,0.2064,0.3852,0.2574,0.2526,0.3492,0.3286,0.317,0.3152,0.2966,0.2894,0.2806,0.2834,0.2451,0.2269,0.2023,0.1828,0.1569,0.1343,0.1102,0.0882,0.0665,0.0467,0.0236,0.0107,0.0039,-0.0009,-0.0018,-0.0017,-0.0017,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0017,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018
f6,6000,2022-10-28 0:00,-0.0019,-0.0019,-0.0019,-0.0018,-0.0019,-0.0018,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,0.0007,0.015,0.0146,0.0168,0.0403,0.0475,0.1535,0.0508,0.0708,0.1068,0.178,0.1331,0.257,0.27,0.1036,0.0761,0.0774,0.0831,0.0888,0.0651,0.0887,0.1251,0.0811,0.0676,0.0929,0.0662,0.0892,0.1348,0.0981,0.1055,0.0997,0.1072,0.1018,0.0633,0.0398,0.0748,0.1595,0.0516,0.0577,0.0727,0.0248,0.023,0.0113,0.0069,-0.0006,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0019,-0.0019,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018
f6,6000,2022-10-24 0:00,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,0.002,0.0115,0.0251,0.0385,0.0648,0.0787,0.1061,0.1275,0.1282,0.1812,0.2028,0.2256,0.247,0.2625,0.2744,0.3004,0.3125,0.318,0.3332,0.34,0.3493,0.3492,0.3498,0.349,0.3482,0.3427,0.3337,0.324,0.3145,0.3005,0.2877,0.2697,0.2569,0.2358,0.2149,0.1905,0.1651,0.1418,0.1164,0.0935,0.0684,0.0466,0.0281,0.0134,0.0046,-0.0014,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0018,-0.0018,-0.0019,-0.0018,-0.0019,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018
f6,6000,2022-10-29 0:00,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,0.0002,0.0056,0.0185,0.0377,0.0736,0.0374,0.0477,0.0501,0.0925,0.1059,0.0831,0.0964,0.0816,0.0773,0.1044,0.093,0.1223,0.1619,0.1504,0.3998,0.3301,0.3795,0.3449,0.2208,0.3623,0.2222,0.1172,0.1115,0.1016,0.1162,0.1222,0.1041,0.066,0.163,0.102,0.1287,0.0494,0.0278,0.0222,0.0522,0.0221,0.0102,0.0041,0.0062,0.0012,-0.0017,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018
f6,6000,2022-10-27 0:00,-0.0018,-0.0019,-0.0019,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0017,0.0018,0.01,0.012,0.037,0.0556,0.0763,0.0998,0.1246,0.1483,0.1714,0.1913,0.2152,0.2289,0.1983,0.2746,0.2876,0.0891,0.3156,0.3121,0.3287,0.1046,0.3716,0.1179,0.1106,0.3474,0.3491,0.0836,0.334,0.1798,0.2665,0.31,0.123,0.2914,0.2463,0.2252,0.1734,0.1666,0.1339,0.1062,0.0813,0.0596,0.0397,0.0228,0.0103,0.0023,-0.0015,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018
f6,6000,2022-10-30 0:00,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0005,0.0053,0.0091,0.0119,0.0164,0.0301,0.0405,0.078,0.1059,0.0841,0.1172,0.1186,0.1234,0.1376,0.1813,0.1512,0.3144,0.2963,0.2454,0.2797,0.3165,0.2167,0.2174,0.2572,0.1874,0.1468,0.1333,0.1014,0.1195,0.1325,0.1035,0.0804,0.1236,0.1225,0.1104,0.0965,0.0944,0.0586,0.0443,0.0342,0.0146,0.0099,0.0034,-0.0008,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0019,-0.0018,-0.0018
f6,6000,2022-11-3 0:00,-0.0018,-0.0018,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0017,0.0018,0.008,0.0308,0.0514,0.0825,0.0504,0.0402,0.063,0.0739,0.0659,0.0769,0.083,0.0641,0.0873,0.09,0.0889,0.0927,0.1103,0.1081,0.0867,0.0983,0.0889,0.0843,0.0822,0.0854,0.0746,0.0975,0.0975,0.0932,0.1396,0.1107,0.0569,0.0475,0.057,0.0307,0.0185,0.0145,0.0145,0.0128,0.0117,0.0081,0.0034,-0.0012,-0.0019,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0019,-0.0019,-0.0018,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0018,-0.0019,-0.0019,-0.0018,-0.0019
f6,6000,2022-10-31 0:00,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,0.0036,0.0095,0.0264,0.0383,0.0423,0.0344,0.0333,0.06,0.0762,0.0723,0.0788,0.0854,0.0875,0.0751,0.0679,0.0631,0.0889,0.099,0.1066,0.0828,0.0733,0.1066,0.0667,0.0552,0.0475,0.0665,0.0529,0.0302,0.0315,0.0345,0.0466,0.0326,0.0328,0.0249,0.0222,0.022,0.0124,0.0137,0.0092,0.0046,0.0028,-0.0003,-0.0017,-0.0019,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0019,-0.0018,-0.0019,-0.0019,-0.0019,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0019,-0.0018,-0.0019,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018
f6,6000,2022-11-2 0:00,-0.0018,-0.0019,-0.0019,-0.0018,-0.0019,-0.0019,-0.0018,-0.0018,-0.0019,-0.0019,-0.0018,-0.0018,-0.0019,-0.0018,-0.0019,-0.0018,-0.0018,-0.0019,-0.0019,-0.0018,-0.0018,-0.0019,-0.0018,-0.0017,-0.0018,-0.0008,0.0014,0.0097,0.0055,0.0131,0.0331,0.0281,0.0234,0.0285,0.0359,0.0857,0.0857,0.0882,0.0431,0.0657,0.1246,0.0872,0.1039,0.1495,0.0659,0.0459,0.0793,0.0594,0.0193,0.0402,0.0477,0.0476,0.0341,0.039,0.0238,0.0416,0.0406,0.0435,0.0327,0.033,0.0303,0.0243,0.0295,0.0194,0.0082,0.0035,0.0017,-0.0014,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0019,-0.0019,-0.0019,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0019
f6,6000,2022-11-1 0:00,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0019,-0.0018,-0.0018,-0.0019,-0.0019,-0.0018,-0.0018,-0.0019,-0.0018,-0.0018,-0.0018,-0.0019,-0.0018,-0.0019,-0.0018,-0.0019,-0.0018,-0.0018,-0.0018,0,0.0011,0.0041,0.0166,0.0185,0.0252,0.0384,0.0466,0.0451,0.0661,0.0601,0.0569,0.06,0.06,0.071,0.0589,0.0835,0.0951,0.115,0.0739,0.0958,0.121,0.1321,0.0859,0.0702,0.0756,0.1124,0.0579,0.0866,0.0785,0.058,0.057,0.0373,0.0258,0.0304,0.014,0.0242,0.0102,0.0058,0.0058,0.0021,0.0029,-0.0003,-0.0018,-0.0018,-0.0017,-0.0018,-0.0017,-0.0018,-0.0017,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0017,-0.0018,-0.0018,-0.0018,-0.0019,-0.0019,-0.0018,-0.0019,-0.0019,-0.0019
f6,6000,2022-11-4 0:00,-0.0018,-0.0018,-0.0018,-0.0019,-0.0018,-0.0019,-0.0018,-0.0019,-0.0019,-0.0019,-0.0018,-0.0018,-0.0018,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0009,0.0019,0.0056,0.01,0.0148,0.0297,0.0205,0.0337,0.023,0.0321,0.0254,0.0375,0.0625,0.0637,0.061,0.049,0.0588,0.0654,0.0586,0.0632,0.0733,0.0872,0.0808,0.0878,0.059,0.0562,0.0737,0.0814,0.0834,0.0677,0.064,0.098,0.0904,0.0543,0.0595,0.0574,0.0424,0.0288,0.0299,0.023,0.0138,0.0098,0.0056,-0.0008,-0.0019,-0.0016,-0.0016,-0.0018,-0.0016,-0.0016,-0.0016,-0.0016,-0.0016,-0.0016,-0.0016,-0.0018,-0.0018,-0.0018,-0.0018,-0.0019,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018
f6,6000,2022-11-7 0:00,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,0.0009,0.0042,0.0128,0.0222,0.0322,0.0322,0.0373,0.0251,0.0354,0.0274,0.0345,0.036,0.0498,0.0693,0.098,0.1095,0.1354,0.1667,0.1301,0.0874,0.0884,0.1117,0.1325,0.1368,0.1218,0.0985,0.0395,0.0706,0.0297,0.0301,0.0414,0.0397,0.0533,0.0359,0.059,0.0742,0.0523,0.0272,0.0177,0.0082,0.008,0.0025,-0.001,-0.002,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.002,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0017,-0.0019,-0.0019,-0.0019
f6,6000,2022-11-6 0:00,-0.0017,-0.0018,-0.0018,-0.0018,-0.0017,-0.0017,-0.0018,-0.0018,-0.0018,-0.0017,-0.0017,-0.0017,-0.0017,-0.0017,-0.0018,-0.0017,-0.0017,-0.0017,-0.0018,-0.0018,-0.0017,-0.0018,-0.0018,-0.0017,-0.0005,0.0059,0.0344,0.0647,0.06,0.1405,0.0866,0.0958,0.1081,0.1171,0.1134,0.1154,0.1698,0.3187,0.3441,0.242,0.3875,0.3541,0.3629,0.3557,0.3471,0.343,0.3492,0.3497,0.3625,0.3558,0.3847,0.1531,0.1394,0.1599,0.3385,0.1228,0.1514,0.1101,0.0839,0.0831,0.0752,0.0657,0.0669,0.0518,0.0262,0.0227,0.0142,0.0048,-0.0009,-0.0019,-0.0018,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019
f6,6000,2022-11-11 0:00,-0.0018,-0.0019,-0.0018,-0.0018,-0.0019,-0.0018,-0.0016,-0.0018,-0.0019,-0.0018,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0015,0.0025,0.0074,0.0211,0.0367,0.0388,0.0395,0.0547,0.0585,0.1392,0.1866,0.1337,0.2565,0.1482,0.109,0.1608,0.1605,0.2914,0.3771,0.3585,0.2648,0.2231,0.2445,0.183,0.3447,0.3309,0.3519,0.1792,0.2552,0.1439,0.1508,0.1618,0.1359,0.0994,0.104,0.1674,0.1514,0.126,0.1018,0.0763,0.053,0.0322,0.0157,0.005,-0.0002,-0.002,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019
f6,6000,2022-11-10 0:00,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0017,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0016,-0.0019,-0.0019,-0.0019,-0.0019,-0.0018,-0.0018,-0.0018,-0.0018,-0.0016,-0.0016,0.0012,0.0116,0.007,0.019,0.0135,0.0194,0.0279,0.0486,0.0805,0.1346,0.1641,0.338,0.2141,0.1629,0.3815,0.2081,0.3346,0.1835,0.1711,0.2061,0.1441,0.1647,0.18,0.3175,0.1839,0.3483,0.3067,0.3267,0.297,0.2794,0.2501,0.2345,0.2117,0.1893,0.1708,0.1446,0.1217,0.0989,0.0738,0.0518,0.0326,0.0176,0.0061,-0.0001,-0.002,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0019,-0.0019,-0.0016,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019
f6,6000,2022-11-8 0:00,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0018,-0.0019,-0.0018,-0.0019,-0.0018,0.0009,0.0055,0.0084,0.0093,0.0373,0.053,0.0446,0.0922,0.0889,0.056,0.0764,0.1288,0.1812,0.1252,0.1226,0.1172,0.0801,0.1071,0.1418,0.1481,0.0702,0.1084,0.175,0.1274,0.1097,0.0979,0.1111,0.0988,0.1716,0.1794,0.1523,0.1039,0.1164,0.1738,0.122,0.088,0.0623,0.0467,0.0468,0.0305,0.0257,0.009,0.0045,-0.0011,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0017,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019
f6,6000,2022-11-9 0:00,-0.0019,-0.0019,-0.0019,-0.0019,-0.0017,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0017,-0.0019,-0.0018,-0.0019,-0.0019,-0.0019,-0.0018,-0.0019,-0.0019,-0.0019,-0.0018,0.0006,0.0033,0.0024,0.0062,0.0179,0.0276,0.0203,0.0178,0.045,0.0354,0.1027,0.1665,0.1161,0.0831,0.1606,0.0983,0.0976,0.0663,0.1078,0.1613,0.1372,0.1198,0.0998,0.0691,0.1142,0.1363,0.0656,0.0838,0.116,0.0854,0.0798,0.0522,0.0427,0.0421,0.0291,0.029,0.0189,0.0163,0.0176,0.0213,0.0131,0.0108,0.0012,-0.0015,-0.0018,-0.0018,-0.0018,-0.0018,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0017,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019
f6,6000,2022-11-13 0:00,-0.0018,-0.0019,-0.0018,-0.0019,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0012,0.0034,0.0118,0.0253,0.0402,0.0508,0.0661,0.0839,0.1223,0.131,0.1191,0.1495,0.2024,0.1752,0.142,0.2236,0.1544,0.2545,0.1796,0.3086,0.3193,0.3138,0.3109,0.2823,0.1609,0.2174,0.2979,0.2949,0.2814,0.2716,0.2549,0.2137,0.2191,0.194,0.175,0.1544,0.1396,0.1079,0.1001,0.0707,0.0526,0.0318,0.0248,0.0065,-0.0006,-0.0019,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0019,-0.0018,-0.0018,-0.0018,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019
f6,6000,2022-11-12 0:00,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0018,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0018,0.0007,0.0065,0.0207,0.0306,0.039,0.0633,0.0846,0.0923,0.0956,0.1128,0.2088,0.2207,0.1796,0.258,0.2708,0.2806,0.2943,0.3038,0.3091,0.3111,0.3125,0.3153,0.3131,0.3118,0.3118,0.3046,0.2927,0.2837,0.2722,0.2595,0.2428,0.2241,0.2081,0.1854,0.1621,0.1398,0.1158,0.0952,0.0722,0.0502,0.0308,0.0149,0.0052,-0.0003,-0.002,-0.0018,-0.0018,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018
f6,6000,2022-11-15 0:00,-0.0018,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0016,0.0022,0.0008,0.0038,0.018,0.0218,0.0204,0.0252,0.0324,0.0413,0.0737,0.0262,0.0747,0.0689,0.0697,0.0954,0.1434,0.1648,0.1227,0.107,0.0944,0.1119,0.1202,0.0815,0.1452,0.1236,0.1238,0.084,0.0642,0.048,0.1076,0.1203,0.1501,0.0373,0.0391,0.1042,0.1351,0.054,0.0505,0.0314,0.0195,0.0071,0.0005,-0.0016,-0.0019,-0.0019,-0.0018,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0018,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0018,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0018,-0.0019,-0.0018,-0.0018
f6,6000,2022-11-14 0:00,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0018,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,0.0038,0.0171,0.0347,0.0405,0.0624,0.0854,0.1222,0.0911,0.1893,0.1757,0.2283,0.181,0.2426,0.2783,0.2707,0.2777,0.2958,0.2821,0.3112,0.3333,0.3752,0.2521,0.2905,0.3092,0.3204,0.2996,0.3,0.1581,0.2758,0.2606,0.2359,0.2186,0.1933,0.1744,0.1519,0.1322,0.1228,0.0752,0.0847,0.054,0.028,0.0127,0.0047,-0.0009,-0.0019,-0.0019,-0.0018,-0.0019,-0.0018,-0.0018,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0018,-0.0019,-0.0019,-0.0019,-0.0018,-0.0019,-0.0018,-0.0018,-0.0018,-0.0019,-0.0019,-0.0018
f6,6000,2022-11-19 0:00,-0.0018,-0.0018,-0.0018,-0.0018,-0.0019,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0019,-0.0018,-0.0018,-0.0018,-0.0018,-0.0019,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,0.0022,0.0158,0.0178,0.0429,0.0533,0.0583,0.081,0.1474,0.1623,0.0875,0.0942,0.19,0.1524,0.229,0.2219,0.2284,0.2354,0.2417,0.25,0.2588,0.2607,0.2596,0.2618,0.2534,0.253,0.2441,0.2375,0.2293,0.2202,0.2067,0.191,0.1809,0.1623,0.1428,0.1262,0.1034,0.0875,0.0687,0.0511,0.0347,0.0213,0.0101,0.0027,-0.0012,-0.0019,-0.0019,-0.0018,-0.0018,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0018,-0.0018,-0.0018,-0.0018,-0.0019,-0.0018,-0.0018,-0.0016,-0.0016,-0.0018,-0.0016,-0.0017,-0.0019,-0.0019,-0.0019,-0.0017,-0.0019,-0.0016
